ISO3,Country,UNICEF Region,Indicator,Data Source,Year,Sex,Age,DISAGG_CATEGORY,DISAGG,Value
SLE,Sierra Leone,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,20-24,Age,20-24,74.19999694824219
SLE,Sierra Leone,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,20-24,Age,20-24,67.19999694824219
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-19,Age,15-19,44.900001525878906
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Education,higher,28.799999237060547
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Education,no education,50.599998474121094
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Education,primary,45.29999923706055
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Education,secondary,38.29999923706055
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Residence,Rural,51.900001525878906
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Residence,Urban,44.400001525878906
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Residence,nomadic,48.400001525878906
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Wealth quintile,Quintile 1,51.5
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Wealth quintile,Quintile 2,49.900001525878906
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Wealth quintile,Quintile 3,46.599998474121094
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Wealth quintile,Quintile 4,50.0
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,15-49,Wealth quintile,Quintile 5,42.599998474121094
SOM,Somalia,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,SHDS 2020 2020,2020,Female,20-24,Age,20-24,46.70000076293945
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-19,Age,15-19,54.31527328491211
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-19,Age,15-19,62.45817184448242
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,preprimary or none,34.14984893798828
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,primary,61.19339370727539
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,secondary +,47.29629135131836
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Rural,48.906532287597656
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Urban,49.422523498535156
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 1,58.830379486083984
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 2,53.47533416748047
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 3,54.23483657836914
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 4,41.20698928833008
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 5,40.549415588378906
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Education,preprimary or none,65.52870178222656
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Education,primary,76.72456359863281
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Education,secondary +,48.50318145751953
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Residence,Rural,55.21312713623047
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Residence,Urban,53.44295120239258
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 1,67.3509750366211
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 2,50.78086471557617
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 3,60.63547134399414
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 4,45.913272857666016
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 5,41.57221221923828
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,dk/missing,45.33356475830078
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,preprimary or none,59.376548767089844
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,primary,45.429317474365234
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,secondary +,38.071693420410156
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Rural,43.44939422607422
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Urban,40.32624435424805
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 1,52.060184478759766
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 2,48.516822814941406
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 3,44.511478424072266
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 4,37.939544677734375
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 5,27.902456283569336
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,dk/missing,0.0
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,preprimary or none,78.09510040283203
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,primary,50.50692367553711
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,secondary +,35.1408576965332
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Residence,Rural,41.63313293457031
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Residence,Urban,40.060874938964844
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 1,51.88138961791992
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 2,43.2548713684082
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 3,47.30893325805664
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 4,32.60810470581055
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 5,26.328521728515625
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,20-24,Age,20-24,41.997039794921875
STP,Sao Tome and Principe,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,20-24,Age,20-24,43.19152069091797
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-19,Age,15-19,14.100000381469727
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-19,Age,15-19,17.399999618530273
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Education,higher,5.099999904632568
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Education,primary,20.700000762939453
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Education,secondary,11.300000190734863
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Education,tertiary,2.5999999046325684
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Residence,Rural,11.699999809265137
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Residence,Urban,8.699999809265137
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Wealth quintile,Quintile 1,15.399999618530273
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Wealth quintile,Quintile 2,9.100000381469727
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Wealth quintile,Quintile 3,10.699999809265137
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Wealth quintile,Quintile 4,11.600000381469727
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-24,Wealth quintile,Quintile 5,7.699999809265137
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Education,higher,10.100000381469727
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Education,primary,27.0
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Education,secondary,11.199999809265137
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Education,tertiary,0.0
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Residence,Rural,16.0
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Residence,Urban,10.800000190734863
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Wealth quintile,Quintile 1,15.300000190734863
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Wealth quintile,Quintile 2,18.299999237060547
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Wealth quintile,Quintile 3,15.399999618530273
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Wealth quintile,Quintile 4,12.699999809265137
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,15-24,Wealth quintile,Quintile 5,11.300000190734863
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Education,higher,4.800000190734863
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Education,none,11.300000190734863
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Education,primary,12.699999809265137
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Education,secondary,7.900000095367432
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Education,tertiary,2.4000000953674316
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Residence,Rural,8.800000190734863
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Residence,Urban,5.400000095367432
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Wealth quintile,Quintile 1,12.5
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Wealth quintile,Quintile 2,8.399999618530273
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Wealth quintile,Quintile 3,6.800000190734863
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Wealth quintile,Quintile 4,8.0
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,15-49,Wealth quintile,Quintile 5,4.5
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Female,20-24,Age,20-24,7.199999809265137
SWZ,Eswatini,Eastern and Southern Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2014,2014,Male,20-24,Age,20-24,11.800000190734863
TCD,Chad,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-19,Age,15-19,55.75737762451172
TCD,Chad,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-19,Age,15-19,45.981693267822266
TCD,Chad,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,higher,35.612518310546875
TCD,Chad,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Rural,56.256744384765625
TCD,Chad,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-24,Wealth quintile,Quintile 2,46.752296447753906
TCD,Chad,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,20-24,Age,20-24,53.99606704711914
TCD,Chad,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,20-24,Age,20-24,42.88825225830078
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-19,Age,15-19,57.1231689453125
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-19,Age,15-19,51.324832916259766
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Education,preschool/one,75.8168716430664
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Education,primary,64.1976547241211
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Education,secondary or more,48.48011016845703
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Residence,Rural,65.89273071289062
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Residence,Urban,44.146156311035156
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Wealth quintile,Quintile 1,72.6229248046875
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Wealth quintile,Quintile 2,71.87818908691406
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Wealth quintile,Quintile 3,58.545204162597656
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Wealth quintile,Quintile 4,45.315879821777344
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-24,Wealth quintile,Quintile 5,42.691314697265625
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Education,preschool/one,65.63854217529297
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Education,primary,60.8300895690918
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Education,secondary or more,44.47439956665039
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Residence,Rural,55.47161102294922
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Residence,Urban,37.874881744384766
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Wealth quintile,Quintile 1,50.69225311279297
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Wealth quintile,Quintile 2,65.18492126464844
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Wealth quintile,Quintile 3,43.399566650390625
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Wealth quintile,Quintile 4,40.5795783996582
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-24,Wealth quintile,Quintile 5,43.033905029296875
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Education,preschool/one,51.26049041748047
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Education,primary,50.73613357543945
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Education,secondary or more,53.40559005737305
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Residence,Rural,65.36405181884766
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Residence,Urban,40.030860900878906
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 1,74.3421401977539
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 2,68.21031188964844
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 3,55.5499267578125
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 4,43.64527893066406
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Female,15-49,Wealth quintile,Quintile 5,37.18535232543945
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,preschool/one,62.5257568359375
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,primary,55.061859130859375
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Education,secondary or more,40.59497833251953
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Residence,Rural,54.27419662475586
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Residence,Urban,36.721073150634766
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 1,58.15062713623047
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 2,61.37858200073242
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 3,43.93438720703125
TGO,Togo,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2017,2017,Male,15-49,Wealth quintile,Quintile 4,39.74195098876953
